primaryTitle,startYear,endYear,duration,averageRating,rating_100,rating_category,numVotes,votes_normalized,genres,directors
Oz,1997,2003,6,8.7,87.0,High,111838,0.9183094996743815,"Crime, Drama, Thriller","Adam Bernstein, Alex Zakrzewski, Nick Gomez, Jean de Segonzac, Darnell Martin, Keith Samples, J. Miller Tobin, Leslie Libman, Alan Taylor, Terry Kinney, Steve Buscemi, Goran Gajic, Larry Williams, Bob Balaban, Kathy Bates, Uli Edel, Mary Harron, Matt Dillon, Barbara Kopple, Chazz Palminteri, Brian Cox, Kenneth Fink, Gloria Muzio, Rob Morrow, Roger Rees, Ted Bogosian, John Henry Davis, Judy Dennis, Marc Klasfeld, Daniel Loflin, David Von Ancken"
Dragon Ball Z,1989,1996,7,8.8,88.0,High,95645,0.7428933005475229,"Action, Adventure, Animation","Daisuke Nishio, Shigeyasu Yamauchi, Yoshihiro Ueda, Mitsuo Hashimoto, Minoru Okazaki, Kazuhisa Takenouchi, Tatsuya Orime, Osamu Kasai, Jôhei Matsuura, Takahiro Imamura"
The Shield,2002,2008,6,8.7,87.0,High,92649,0.7104381080208714,"Crime, Drama, Thriller","Guy Ferland, Scott Brazil, Clark Johnson, Dean White, Stephen Kay, Gwyneth Horder-Payton, D.J. Caruso, Michael Chiklis, Nick Gomez, Paris Barclay, Peter Horton, Terrence O'Hara, Félix Enríquez Alcalá, Philip G. Atwell, Rohn Schmidt, Gary Fleder, Stephen Gyllenhaal, Leslie Libman, Brad Anderson, John Badham, Davis Guggenheim, Scott Winant, David Mamet, Vondie Curtis-Hall, David Von Ancken, Kurt Sutter, Frank Darabont, Michael Fields, Craig Brewer, Billy Gierhart"
The Grand Tour,2016,2024,8,8.7,87.0,High,90318,0.6851867549569112,"Comedy, Sport, Talk-Show","Phil Churchward, Kit Lynch Robinson, Brian Klein, Gavin Whitehead"
Code Geass,2006,2008,2,8.7,87.0,High,89985,0.6815794188049169,"Action, Animation, Drama","Gorô Taniguchi, Yoshimitsu Ôhashi, Kazuya Murata, Kazuo Miyake, Noriaki Akitaya, Masato Miyoshi, Makoto Baba"
Monty Python's Flying Circus,1969,1974,5,8.8,88.0,High,82313,0.5984698603721831,Comedy,"Ian MacNaughton, John Howard Davies"
Steins;Gate,2011,2015,4,8.8,88.0,High,81905,0.5940500611228927,"Animation, Comedy, Drama","Hiroshi Hamasaki, Takuya Satô, Kazuhiro Ozawa, Kanji Wakabayashi, Tomoki Kobayashi, Kôji Kobayashi, Tomoko Hiramuki, Shigetaka Ikeda, Hisato Shimoda, Yoshihito Mikamo, Yuzuru Tachikawa, Hiroyuki Tsuchiya"
Chappelle's Show,2003,2006,3,8.8,88.0,High,75851,0.5284680399091582,"Comedy, Music","Rusty Cundieff, Andre Allen, Neal Brennan, Scott Vincent, Bobcat Goldthwait, Peter Lauer, Bill Berner, Todd Broder"
Blackadder Goes Forth,1989,1989,0,8.8,88.0,High,60265,0.3596273754497488,"Comedy, War",Richard Boden
Nathan for You,2013,2017,4,8.9,89.0,High,43074,0.1734000007082046,"Comedy, Documentary","Nathan Fielder, Jason Woliner"
Frozen Planet,2011,2012,1,9.0,90.0,High,35495,0.09129789651611785,Documentary,"Paul Spillenger, Mark Linfield"
The Vietnam War,2017,2017,0,9.1,91.0,High,31171,0.044456690746678185,"Documentary, History, War","Ken Burns, Lynn Novick"
Halka,2019,2019,0,9.2,92.0,High,24833,-0.024201857395483826,"Action, Crime, Drama","Volkan Kocatürk, Mestan Sakalli, Süleyman Mert Özdemir, Basak Soysal"
Vikings,2013,2020,7,8.5,85.0,High,614846,6.367315334936709,"Action, Adventure, Drama","Ciaran Donnelly, Ken Girotti, Steve Saint Leger, Jeff Woolnough, Helen Shaver, Daniel Grou, David Frazee, Joshua Zimmerman, David Wellington, Johan Renck, Kari Skogland, Kelly Makin, Sarah Harding, Ben Bolt, Paddy Breathnach, Anthony Karkosza, Karla Braun, Katheryn Winnick"
The Queen's Gambit,2020,2020,0,8.5,85.0,High,612206,6.338716633911889,Drama,Scott Frank
Modern Family,2009,2020,11,8.5,85.0,High,513105,5.265171228510122,"Comedy, Drama, Romance","Gail Mancuso, Steven Levitan, Beth McCarthy-Miller, Michael Spiller, Jason Winer, James R. Bagdonas, James Alan Hensz, Fred Savage, Chris Koch, Jeffrey Walker, Ryan Case, Alisa Statman, Eric Dean Seaton, Scott Ellis, Reginald Hudlin, Randall Einhorn, Bryan Cranston, Ken Whittingham, John Riggi, Elaine Ko, Julie Bowen, Abraham Higginbotham, Helena Lamb, Iwona Sapienza, Seth Gordon, Kevin Rodney Sullivan, Dean Parisot, Adam Shankman, Jeff Melman, Fred Goss, Lev L. Spiro, Claire Scanlon, Phil Traill, Michelle MacLaren, Kat Coiro, Jaffar Mahmood, Trey Clinesmith, Jason Z. Kemp"
Mr. Robot,2015,2019,4,8.5,85.0,High,439198,4.4645484267520334,"Crime, Drama, Thriller","Sam Esmail, Jim McKay, Tricia Brock, Deborah Chow, Nisha Ganatra, Niels Arden Oplev, Christoph Schrewe"
Ozark,2017,2022,5,8.5,85.0,High,368062,3.693943428228708,"Crime, Drama, Thriller","Jason Bateman, Alik Sakharov, Andrew Bernstein, Amanda Marsalis, Ellen Kuras, Daniel Sackheim, Ben Semanoff, Phil Abraham, Cherien Dabis, Robin Wright, Melissa Hickey, Laura Linney"
Sons of Anarchy,2008,2014,6,8.5,85.0,High,338813,3.377093653124559,"Crime, Drama, Thriller","Paris Barclay, Guy Ferland, Gwyneth Horder-Payton, Peter Weller, Billy Gierhart, Kurt Sutter, Stephen Kay, Adam Arkin, Terrence O'Hara, Paul Maibaum, Phil Abraham, Allen Coulter, Michael Dinner, Charles Haid, Tim Hunter, Seith Mann, Mario Van Peebles, Karen Gaviola, Charles Murray, Craig Yahata"
Shameless,2011,2021,10,8.5,85.0,High,308900,3.053050871399016,"Comedy, Drama","Iain B. MacDonald, Mark Mylod, Christopher Chulack, John Wells, Anthony Hemingway, Mimi Leder, David Nutter, Sanaa Hamri, Silver Tree, Peter Segal, William H. Macy, Zetna Fuentes, John Dahl, Alex Graves, Gary B. Goldman, Wendey Stanzler, Allison Liddi-Brown, Emmy Rossum, Erin Feeley, Loren Yaconelli, Anthony Hardwick, Adam Bernstein, Scott Frank, Todd Holland, Stephen Hopkins, Daisy von Scherler Mayer, Craig Zisk, Danny Cannon, Randall Einhorn, J. Michael Muro, Steve Shill, James Ponsoldt, Richie Keen, Michael Uppendahl, Nisha Ganatra, Ruben Garcia, Rob Hardy, Jake Schreier, Lynn Shelton, John M. Valerio, Regina King, Michael Morris, Kat Coiro, Anna Mastro, Jeffrey Reiner, Jennifer Arnold, Shari Springer Berman, Robert Pulcini, Roberto Sneider, Rose Troche, Kevin Bray, Jude Weng, Satya Bhabha, Daniella Eisman, Shanola Hampton"
The Haunting of Hill House,2018,2018,0,8.5,85.0,High,308204,3.0455112138561087,"Drama, Horror, Mystery",Mike Flanagan
Community,2009,2015,6,8.5,85.0,High,302683,2.9857030970538245,Comedy,"Tristram Shapeero, Joe Russo, Anthony Russo, Rob Schrab, Jay Chandrasekhar, Adam Davidson, Justin Lin, Duke Johnson, Steven K. Tsuchida, Kyle Newacheck, Victor Nelli Jr., Nat Faxon, Jim Rash, Seth Gordon, Anthony Hemingway, Gail Mancuso, Ken Whittingham, Richard Ayoade, Fred Goss, Jeff Melman, Steven Sprung, Dan Eckman, Tricia Brock, Michael Patrick Jann, Beth McCarthy-Miller, Bobcat Goldthwait"
Hannibal,2013,2015,2,8.5,85.0,High,290762,2.8565647959489473,"Crime, Drama, Horror","Michael Rymer, Guillermo Navarro, Vincenzo Natali, David Slade, Tim Hunter, John Dahl, Peter Medak, James Foley, David Semel, Marc Jobst, Adam Kane, Neil Marshall"
Spartacus,2010,2013,3,8.5,85.0,High,265834,2.5865237280903455,"Action, Adventure, Biography","Jesse Warn, Michael Hurst, Rick Jacobson, Mark Beesley, T.J. Scott, Chris Martin-Jones, Grady Hall, Glenn Standring, Rowan Woods, Brendan Maher, John Fawcett"
The X-Files,1993,2018,25,8.6,86.0,High,261300,2.537407625648477,"Adventure, Crime, Drama","Kim Manners, Rob Bowman, David Nutter, Chris Carter, R.W. Goodwin, Tony Wharmby, Michael W. Watkins, Daniel Sackheim, Michael Lange, James Wong, Jim Charleston, Cliff Bole, William A. Graham, Peter Markle, David Duchovny, Thomas J. Wright, Rod Hardy, Glen Morgan, Jerrold Freedman, Joe Napolitano, Larry Shaw, Tucker Gates, Vince Gilligan, Richard Compton, Frank Spotnitz, Darin Morgan, Fred Gerber, Michael Katleman, Harry Longstreet, Robert Mandel, Win Phelps, Stephen Surjik, James A. Contner, Nick Marck, Michael Vejar, James Whitmore Jr., Brett Dowler, Allen Coulter, Ralph Hemecker, Robert Lieberman, Bryan Spicer, Gillian Anderson, Paul Shapiro, Terrence O'Hara, Barry K. Thomas, Dwight H. Little, Michelle MacLaren, John Shiban, Carol Banker, Holly Dale, Kevin Hooks"
Doctor Who,2005,2022,17,8.5,85.0,High,256102,2.4810985165852144,"Adventure, Drama, Sci-Fi","Graeme Harper, Euros Lyn, Douglas Mackinnon, Jamie Magnus Stone, James Strong, Rachel Talalay, Charlie Palmer, James Hawes, Joe Ahearne, Toby Haynes, Nick Hurran, Saul Metzstein, Richard Clark, Julian Simpson, Daniel Nettheim, Jamie Childs, Keith Boak, Hettie Macdonald, Colin Teague, Adam Smith, Paul Wilmshurst, Edward Bazalgette, Wayne Che Yip, Lee Haven Jones, Azhur Saleem, Alice Troughton, Jonny Campbell, Andrew Gunn, Catherine Morshead, Ashley Way, Farren Blackburn, Jeremy Webb, Jamie Payne, Paul Murphy, Ben Wheatley, Justin Molotnikov, Daniel O'Hara, Bill Anderson, Lawrence Gough, Sallie Aprahamian, Jennifer Perrott, Mark Tonderai, Nida Manzoor, Emma Sullivan, Brian Grant, Dan Zeff, Andy Goddard, Peter Hoar, Steve Hughes, Richard Senior, Mat King, Colm McCarthy, Stephen Woolfenden, Sheree Folkson, Annetta Laufer, Haolu Wang"
Shōgun,2024,2026,2,8.6,86.0,High,213345,2.0179187212374043,"Action, Adventure, Drama","Frederick E.O. Toye, Jonathan van Tulleken, Charlotte Brändström, Takeshi Fukunaga, Hiromi Kamata, Emmanuel Osei-Kuffour"
Boardwalk Empire,2010,2014,4,8.6,86.0,High,210542,1.9875542670811277,"Crime, Drama","Timothy Van Patten, Allen Coulter, Jeremy Podeswa, Ed Bianchi, Brad Anderson, Alik Sakharov, Jake Paltrow, Simon Cellan Jones, Brian Kirk, Martin Scorsese, Alan Taylor, David Petrarca, Susanna White, Kari Skogland"
The Penguin,2024,2024,0,8.6,86.0,High,189507,1.7596854503928385,"Crime, Drama","Craig Zobel, Kevin Bray, Helen Shaver, Jennifer Getzinger"
Archer,2009,2023,14,8.6,86.0,High,171196,1.5613252933983404,"Action, Animation, Comedy","Bryan Fordney, Mack Williams, Casey Willis, Pierre Cerrato, Matt Thompson, Justin Wagner, Megan Johnson, Chi Duong, Kim Feigenbaum, Omaka Schultz, Stephen Slesinski, Chad Hurd, Marcus Rosentrater, Yusuke Sato, Adam Reed"
Mr. Bean,1990,1995,5,8.6,86.0,High,141846,1.243381401323166,"Comedy, Family","John Birkin, Paul Weiland, John Howard Davies"
The Newsroom,2012,2014,2,8.6,86.0,High,129863,1.1135714640578573,Drama,"Alan Poul, Greg Mottola, Anthony Hemingway, Lesli Linka Glatter, Jeremy Podeswa, Alex Graves, Joshua Marston, Daniel Minahan, Jason Ensler, Julian Farino, Carl Franklin, Paul Lieberstein"
Justified,2010,2015,5,8.6,86.0,High,124617,1.0567423786123253,"Action, Crime, Drama","Adam Arkin, Jon Avnet, Peter Werner, Michael Dinner, John Dahl, Bill Johnson, Michael W. Watkins, Gwyneth Horder-Payton, Don Kurt, Dean Parisot, Tony Goldwyn, Michael Pressman, Rod Holcomb, Michael Katleman, Frederick King Keller, John David Coles, Billy Gierhart, Lesli Linka Glatter, Peter Weller"
Deadwood,2004,2006,2,8.6,86.0,High,123199,1.041381409652782,"Crime, Drama, History","Ed Bianchi, Daniel Minahan, Davis Guggenheim, Gregg Fienberg, Mark Tinker, Steve Shill, Alan Taylor, Michael Engler, Walter Hill, Michael Almereyda, Timothy Van Patten, Daniel Attias, Adam Davidson, Tim Hunter"
Adventure Time,2010,2018,8,8.6,86.0,High,122201,1.0305702340380964,"Action, Adventure, Animation","Bong Hee Han, Larry Leichliter, Elizabeth Ito, Andres Salaff, Adam Muto, Cole Sanchez, Nate Cash, Diana Lafyatis, David O'Reilly, Eunyoung Choi, Kent Osborne, Masaaki Yuasa, David Ferguson, Kirsten Lepore, Alex Small-Butera, Lindsay Small-Butera"
What We Do in the Shadows,2019,2024,5,8.6,86.0,High,118010,0.9851697961611949,"Comedy, Fantasy, Horror","Yana Gorskaya, Kyle Newacheck, Jemaine Clement, Tig Fong, Taika Waititi, Jackie van Beek, Jason Woliner, D.J. Stipsen, Liza Johnson"
Atlanta,2016,2022,6,8.6,86.0,High,93816,0.7230800338147974,"Comedy, Drama, Music","Hiro Murai, Donald Glover, Amy Seimetz, Janicza Bravo, Ibra Ake, Angela Barnes, Adamma Ebo"
Dopesick,2021,2021,0,8.6,86.0,High,85721,0.635388183513314,Drama,"Michael Cuesta, Barry Levinson, Patricia Riggen, Danny Strong"
Over the Garden Wall,2014,2014,0,8.7,87.0,High,79620,0.5692970187586074,"Adventure, Animation, Comedy",Nate Cash
Friday Night Lights,2006,2011,5,8.7,87.0,High,75776,0.5276555768118623,"Drama, Sport","Jeffrey Reiner, Michael Waxman, Allison Liddi-Brown, Patrick R. Norris, David Boyd, Jonas Pate, Stephen Kay, Peter Berg, Seith Mann, Chris Eyre, Jason Katims, Dean White, Christopher Misiano, Adam Davidson, Dan Lerner, Josh Pate, Mark Piznarski, Charles Stone III, Daniel Attias, Ami Canaan Mann, Todd McMullen, Kyle Chandler"
Line of Duty,2012,2026,14,8.7,87.0,High,75418,0.523777419627436,"Crime, Drama, Mystery","John Strickland, Douglas Mackinnon, Daniel Nettheim, David Caffrey, Michael Keillor, Jennie Darnell, Jed Mercurio, Susan Tully, Gareth Bryn"
Peep Show,2003,2015,12,8.7,87.0,High,70265,0.46795578842255103,Comedy,"Becky Martin, Tristram Shapeero, Jeremy Wooding"
Berserk,1997,1998,1,8.7,87.0,High,64725,0.40794184763561864,"Action, Adventure, Animation","Naohito Takahashi, Masakazu Amiya, Yukina Hiiro, Yasuhiro Matsumura, Yukio Okazaki, Mihiro Yamaguchi, Koji Yoshikawa, Yasuhiro Geshi, Kazuya Tsurumaki, Kazuhisa Ôno, Kôji Fukazawa"
Monster,2004,2005,1,8.7,87.0,High,55892,0.3122553604567424,"Animation, Crime, Drama","Morio Asaka, Masayuki Kojima, Yukihiro Miyamoto, Shigetaka Ikeda, Kentaro Nakamura, Kenji Nagasaki, Ryôsuke Nakamura, Tôru Takahashi, Tomoki Kobayashi, Kôjirô Tsuruoka, Atsushi Takahashi, Kanji Wakabayashi, Nanako Shimazaki, Hiroshi Aoyama, Akane Inoue, Yukiyo Teramoto, Tomohiko Itô, Minami Akitsu, Yûzô Satô, Tetsuya Watanabe, Kazuhisa Ôno"
Crash Landing on You,2019,2020,1,8.7,87.0,High,50187,0.2504540008557588,"Adventure, Comedy, Drama","Kim Hee-won, Lee Jung-hyo"
Das Boot,1985,1985,0,8.8,88.0,High,35971,0.09645432897362323,"Drama, War",Wolfgang Petersen
The Beatles: Get Back,2021,2021,0,8.9,89.0,High,31937,0.05275464718039483,"Biography, Documentary, Music","Peter Jackson, Michael Lindsay-Hogg"
Dekalog,1989,1990,1,8.9,89.0,High,30564,0.037881156079229095,Drama,Krzysztof Kieslowski
Human Planet,2011,2011,0,9.0,90.0,High,29805,0.02965902953459341,Documentary,"Mark Flowers, Nicolas Brown, Tom Hugh-Jones, Tuppence Stone"
Undercover,2011,2016,5,8.9,89.0,High,28059,0.010744888629542154,"Action, Crime, Drama","Victor Bojinov, Martin Makariev, Zoran Petrovski, Dimitar Gochev, Dimitar Mitovski"
Ramayan,1987,1988,1,9.0,90.0,High,25801,-0.013715667019716575,"Adventure, Drama, Family","Moti Sagar, Ramanand Sagar"
Çilgin Dersane at the University,2014,2014,0,9.2,92.0,High,17907,-0.0992301162204466,Comedy,Yasin Uslu
Westworld,2016,2022,6,8.4,84.0,High,546870,5.630942114912789,"Drama, Mystery, Sci-Fi","Richard J. Lewis, Jonathan Nolan, Frederick E.O. Toye, Vincenzo Natali, Stephen Williams, Paul Cameron, Jennifer Getzinger, Craig William Macneill, Jonny Campbell, Michelle MacLaren, Neil Marshall, Uta Briesewitz, Lisa Joy, Nicole Kassell, Tarik Saleh, Craig Zobel, Anna Foerster, Amanda Marsalis, Helen Shaver, Hanelle M. Culpepper, Meera Menon, Andrew Seklir"
Suits,2011,2019,8,8.4,84.0,High,512348,5.256970767648081,"Comedy, Drama","Michael Smith, Anton Cropper, Christopher Misiano, Kevin Bray, Roger Kumble, Silver Tree, John Scott, Cherie Nowlan, Gabriel Macht, Patrick J. Adams, Félix Enríquez Alcalá, Valerie Weiss, Emile B. Levisetti, Terry McDonough, Jennifer Getzinger, James Whitmore Jr., Kate Dennis, Maurice Marable, Norberto Barba, Dennie Gordon, Tim Matheson, Kate Woods, Adam Davidson, Nicole Kassell, David Platt, Rob Seidenglanz, Gregor Jordan, Chloe Domont, Darren Grant, Julian Holmes, Aaron Korsh, Robert Duncan McNeill"
Supernatural,2005,2020,15,8.4,84.0,High,509181,5.222663159259595,"Drama, Fantasy, Horror","Robert Singer, Philip Sgriccia, John F. Showalter, Thomas J. Wright, Kim Manners, Charles Beeson, Guy Norman Bee, Richard Speight Jr., Mike Rohl, Steve Boyum, John Badham, Amyn Kaderali, Jensen Ackles, Tim Andrew, Nina Lopez-Corrado, Jeannot Szwarc, P.J. Pesce, Eduardo Sánchez, J. Miller Tobin, James L. Conway, John MacCarthy, Stefan Pleszczynski, Amanda Tapping, Jerry Wanek, Serge Ladouceur, Robert Duncan McNeill, Peter Ellis, David Nutter, Eric Kripke, Ben Edlund, Kevin Parks, Rashaad Ernesto Green, Ken Girotti, David Jackson, Tim Iacofano, Allan Kroeker, Chris Long, Whitney Ransick, Paul Shapiro, Tony Wharmby, Cliff Bole, Bradford May, Rachel Talalay, Adam Kane, Rick Bota, Jan Eliasberg, Rod Hardy, Jeff Woolnough, David Barrett, Charles Robert Carner, Nick Copus, Paul A. Edwards, Kevin Hooks, Rob Spera, Misha Collins, Darren Grant, John Fitzpatrick, Matt Cohen, Catriona McKenzie"
Brooklyn Nine-Nine,2013,2021,8,8.4,84.0,High,391863,3.9517758839452743,"Comedy, Crime","Michael McDonald, Claire Scanlon, Linda Mendoza, Dean Holland, Beth McCarthy-Miller, Victor Nelli Jr., Craig Zisk, Rebecca Asher, Tristram Shapeero, Dan Goor, Cortney Carrillo, Eric Appel, Maggie Carey, Payman Benz, Matthew Nodella, Trent O'Donnell, Nisha Ganatra, Ryan Case, Alex Reid, Luke Del Tredici, Giovani Lampassi, Julie Anne Robinson, Akiva Schaffer, Max Winkler, Fred Goss, Ken Whittingham, Jamie Babbit, Michael Schur, Jaffar Mahmood, Jason Ensler, Peter Lauer, Phil Lord, Christopher Miller, Troy Miller, Jake Szymanski, Jorma Taccone, Michael Blieden, Michael Engler, Julian Farino, Tucker Gates, Jaime Eliezer Karas, Tim Kirkby, Phil Traill, Bruce McCulloch, Michael Spiller, Kat Coiro, Rebecca Addelman, Jennifer Arnold, Stephanie Beatriz, Melissa Fumero, Phil Augusta Jackson, Joe Lo Truglio, Neil Campbell, Kim O. Nguyen, Kyra Sedgwick, Thembi Banks, Kevin Bray, Daniella Eisman, Gail Mancuso"
The Punisher,2017,2019,2,8.4,84.0,High,282155,2.7633265309032558,"Action, Crime, Drama","Jim O'Hanlon, Jeremy Webb, Jet Wilkinson, Andy Goddard, Tom Shankland, Antonio Campos, Kevin Hooks, Marc Jobst, Kari Skogland, Stephen Surjik, Dearbhla Walsh, Jamie M. Dagg, Alex Garcia Lopez, Stephen Kay, Iain B. MacDonald, Meera Menon, Michael Offer, Stacie Passon, Salli Richardson-Whitfield"
Scrubs,2001,2010,9,8.4,84.0,High,276920,2.706616606711994,"Comedy, Drama","Michael Spiller, Bill Lawrence, Adam Bernstein, Ken Whittingham, Chris Koch, Gail Mancuso, Marc Buckland, Will Mackenzie, John Putch, John Inwood, Zach Braff, Craig Zisk, Lawrence Trilling, Victor Nelli Jr., Linda Mendoza, Michael McDonald, John Michel, Rick Blue, Richard A. Wells, Peter Lauer, Matthew Diamond, Joanna Kerns, Randall Keenan Winston, Henry Chan, Mark Stegemann, Elodie Keene, Jeff Melman, Paul Quinn, Jason Ensler, Matthew Perry, Jay Alaimo, Rob Greenberg, Richard W. Davis, Ted Wass, Eren Celeboglu"
Fringe,2008,2013,5,8.4,84.0,High,263643,2.5627889728080047,"Drama, Mystery, Sci-Fi","Joe Chappelle, Brad Anderson, Frederick E.O. Toye, Jeannot Szwarc, Charles Beeson, Dennis Smith, Akiva Goldsman, Jeffrey G. Hunt, David Straiton, Paul A. Edwards, Paul Holahan, Thomas Yatsko, Jon Cassar, Miguel Sapochnik, P.J. Pesce, J.H. Wyman, Bill Eagles, Alex Graves, Gwyneth Horder-Payton, Christopher Misiano, Michael Zinberg, Norberto Barba, John Polson, Bobby Roth, Bryan Spicer, Adam Davidson, Kenneth Fink, Seith Mann, Chuck Russell, Deran Sarafian, Anthony Hemingway, Eagle Egilsson, Tommy Gormley, David Moxness, David Solomon, Jeff T. Thomas"
Big Little Lies,2017,2026,9,8.4,84.0,High,235451,2.257389510955081,"Crime, Drama, Mystery","Jean-Marc Vallée, Andrea Arnold"
Cobra Kai,2018,2025,7,8.4,84.0,High,229631,2.19434237460491,"Action, Comedy, Drama","Jon Hurwitz, Hayden Schlossberg, Joel Novoa, Josh Heald, Jennifer Celotta, Steven K. Tsuchida, Marielle Woods, Sherwin Shilati, Steve Pink, Michael Grossman, Tawnia McKiernan, Lin Oeding, Ralph Macchio, Joe Piarulli, William Zabka"
Person of Interest,2011,2016,5,8.5,85.0,High,197347,1.8446149261635154,"Action, Crime, Drama","Chris Fisher, Richard J. Lewis, Frederick E.O. Toye, Jeffrey G. Hunt, Stephen Surjik, Stephen Williams, Kenneth Fink, Helen Shaver, Charles Beeson, Kevin Bray, Stephen Semel, Jeff T. Thomas, Sylvain White, Alrick Riley, Kate Woods, Colin Bucksey, Milan Cheylov, Steven DePaul, David Semel, Dennis Smith, Alex Zakrzewski, Brad Anderson, Jon Cassar, Félix Enríquez Alcalá, Clark Johnson, Larry Teng, David Von Ancken, James Whitmore Jr., Tricia Brock, John Dahl, Omar Madha, Jonathan Nolan, Jeffrey Lee Gibson, Kevin Hooks, Michael Offer, Margot Lulick, Tim Matheson, Greg Plageman, Maja Vrvilo"
The Expanse,2015,2022,7,8.5,85.0,High,182508,1.6838663941531742,"Drama, Mystery, Sci-Fi","Breck Eisner, Jeff Woolnough, Terry McDonough, Robert Lieberman, Kenneth Fink, David Grossman, Thor Freudenthal, Bill Johnson, Mikael Salomon, Jennifer Phang, Sarah Harding, David Petrarca, Anya Adams, Marisol Adler, Simon Cellan Jones, Nick Gomez, Thomas Jane"
The Last Kingdom,2015,2022,7,8.5,85.0,High,177024,1.6244590924788895,"Action, Drama, History","Jon East, Edward Bazalgette, Peter Hoar, Andy Hay, Paul Wilmshurst, Anthony Byrne, Ben Chanan, Nick Murphy, Jamie Donoughue, Richard Senior, Andy De Emmony, Erik Leijonborg, Jan Matthys, David Moore, Sarah O'Gorman, Anthony Philipson, Alexander Dreymon"
Silicon Valley,2014,2019,5,8.5,85.0,High,173745,1.5889382058651076,Comedy,"Mike Judge, Alec Berg, Jamie Babbit, Eric Appel, Charlie McDowell, Matt Ross, Liza Johnson, Tricia Brock, Maggie Carey, Tim Roche, Clay Tarver, Gillian Robespierre, Pete Chatmon"
